smiles,inchikey,lam_E_pipi,t12_s,logt12,source
Nc1cc(N)c(/N=N/c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)cc1Cl,HCOPKOHYVNROPN-WUKNDPDISA-N,492.0,,,photoswitches_csv
Cc1cc(/N=N/c2cc(C)c([N+](=O)[O-])c(C)c2)cc(C)c1N(C)C,GGOKTEDALSZHNT-FMQUCBEESA-N,382.0,,,photoswitches_csv
c1cc(N2CCOCC2)ccc1/N=N/c1ccc(N2CCOCC2)cc1,SCCSBRLPUMFNPB-QURGRASLSA-N,402.0,,,photoswitches_csv
c1cc(N2CCCCC2)ccc1/N=N/c1ccc(N2CCCCC2)cc1,XQHYRLCQHBXWQL-WCWDXBQESA-N,410.0,,,photoswitches_csv
c1cc(N2CCCC2)ccc1/N=N/c1ccc(N2CCCC2)cc1,PKXRKGIDQPFNRW-QURGRASLSA-N,431.0,,,photoswitches_csv
Cc1cc(/N=N/c2ccc(N3CCCC3)c(C)c2)ccc1N1CCCC1,RBORGDDRVDGSBI-WCWDXBQESA-N,406.0,,,photoswitches_csv
COc1cc(/N=N/c2ccc(N3CCCC3)c(OC)c2)ccc1N1CCCC1,BOVOWEAUJSHWLR-WCWDXBQESA-N,452.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc(N3CCOCC3)cc2)cc1,IOCCYENKFRNYFR-QURGRASLSA-N,417.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc(N3CCCCC3)cc2)cc1,YFZDNQPNMDVGFO-GHVJWSGMSA-N,420.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc(N3CCOCC3)c(C)c2)cc1,ZHQWZRLGBXWPQY-GHVJWSGMSA-N,412.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc(N3CCOCC3)c(OC)c2)cc1,DXOSJVMCWCJLBN-GHVJWSGMSA-N,422.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)c(OC)c1,WGLRXPVPCZACSE-VHEBQXMUSA-N,501.0,,,photoswitches_csv
COc1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1N,UXLCBMUEIPAQSZ-FOCLMDBBSA-N,488.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2Cl)cc1,CHHPPGYOSWRCKO-VHEBQXMUSA-N,512.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,MZKPZDRFDHZNND-ISLYRVAYSA-N,532.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)cc1,IQVHLIMILWPTRL-FMQUCBEESA-N,542.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,BFGFQZGQEMFILO-VHEBQXMUSA-N,540.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2C#N)cc1,NQRFRUSBJBMVOJ-QZQOTICOSA-N,551.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2c(C#N)cc([N+](=O)[O-])cc2C#N)cc1,CHHFVXMREVWSSF-QURGRASLSA-N,592.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2Cl)c(OC)c1,GJNPZAJZMIRORR-FMQUCBEESA-N,526.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c(OC)c1,PQPBGWOJJRWGJF-VHEBQXMUSA-N,545.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)c(OC)c1,AHWCWVFNVZKPHX-QZQOTICOSA-N,555.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(OC)c1,YFZBTAMPWSWRBC-FMQUCBEESA-N,554.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2C#N)c(OC)c1,VGFOBXIAEUSIRU-QURGRASLSA-N,565.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2c(C#N)cc([N+](=O)[O-])cc2C#N)c(OC)c1,UKLOVIZILBCTFK-GHVJWSGMSA-N,601.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1OC,RZFDENCBONFJJO-VHEBQXMUSA-N,492.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2Cl)cc1OC,ZDDHSPOHYDCBTH-FMQUCBEESA-N,518.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,OHKVANLFLUAKQV-VHEBQXMUSA-N,540.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)cc1OC,DVWLCFAWPIPWDP-QZQOTICOSA-N,555.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,LEPJPSHAIUNQDD-FMQUCBEESA-N,549.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2C#N)cc1OC,LTTSNXDTHQLFRP-QURGRASLSA-N,573.0,,,photoswitches_csv
CCN(CC)c1ccc(/N=N/c2c(C#N)cc([N+](=O)[O-])cc2C#N)cc1OC,WOKBGTMVVOBZFT-GHVJWSGMSA-N,623.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1,PLRMWCIMVMOELQ-QZQOTICOSA-N,403.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1[N+](=O)[O-],MAWDAVPZEGMBRP-QZQOTICOSA-N,429.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc([N+](=O)[O-])c1,PFOAKYIEXOUINP-QZQOTICOSA-N,424.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc([N+](=O)[O-])cc1,PIBTYZGGTBGGCN-QZQOTICOSA-N,461.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1Br,OUJUGSWKLWXKEA-QURGRASLSA-N,417.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc(Br)c1,WQTRVNBAVFVQQM-QURGRASLSA-N,414.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1Cl,ADJBOLPBTZEBTB-QURGRASLSA-N,412.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc(Cl)c1,NZSSYNIFAJYONV-QURGRASLSA-N,410.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc(Cl)cc1,YBPGDTWCEIWNJC-QURGRASLSA-N,413.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1F,DEBAYHPPHFFTMD-QURGRASLSA-N,417.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc(F)c1,MGXFQBKDKSLDMS-QURGRASLSA-N,415.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1C(F)(F)F,KEBQQAMOPGQMQS-OCOZRVBESA-N,419.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc(C(F)(F)F)c1,NHFOQMKIOPFERT-OCOZRVBESA-N,418.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc(C(F)(F)F)cc1,RUKKMYNOYQXTLL-OCOZRVBESA-N,421.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1C#N,MSBVPFZFZYIJMO-GHVJWSGMSA-N,438.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc(C#N)cc1,HYRZJQBJQVBHIN-GHVJWSGMSA-N,437.0,,,photoswitches_csv
COc1ccccc1/N=N/c1ccc(N(CCO)CCC#N)cc1C,BJOIVUVTMXFMAR-QURGRASLSA-N,409.0,,,photoswitches_csv
COc1cccc(/N=N/c2ccc(N(CCO)CCC#N)cc2C)c1,GKCXKAWLZVBDKP-QURGRASLSA-N,407.0,,,photoswitches_csv
Cc1ccccc1/N=N/c1ccc(N(CCO)CCC#N)cc1C,QJSZQHCCYSOSRG-QURGRASLSA-N,405.0,,,photoswitches_csv
Cc1cccc(/N=N/c2ccc(N(CCO)CCC#N)cc2C)c1,ZVGILKDSEKGHHR-QURGRASLSA-N,402.0,,,photoswitches_csv
Cc1ccc(/N=N/c2ccc(N(CCO)CCC#N)cc2C)cc1,CDJCZRPYGDYXSC-QURGRASLSA-N,402.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc(C(C)O)c1,OBQGDGPUJVBSIC-GHVJWSGMSA-N,405.0,,,photoswitches_csv
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc(S(C)(=O)=O)cc1,ATNZPLWKEJMGAQ-QURGRASLSA-N,434.0,,,photoswitches_csv
CC(=O)c1ccc(/N=N/c2ccc(N(CCO)CCC#N)cc2C)cc1,NGVQFOJFVITKDY-GHVJWSGMSA-N,412.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2ccccc2)cc1,YNKHLNMMQNMWCP-VHEBQXMUSA-N,396.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2ccccc2[N+](=O)[O-])cc1,CMPBUPIQYMXAQL-VHEBQXMUSA-N,422.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2cccc([N+](=O)[O-])c2)cc1,WOZPNHPOXCOSEU-VHEBQXMUSA-N,418.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2ccccc2Cl)cc1,SSLCGVZJYOJRHX-FMQUCBEESA-N,408.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2cccc(Cl)c2)cc1,ZBUHJYXMDJZZGB-FMQUCBEESA-N,408.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2ccc(Cl)cc2)cc1,IGAPODPTMCMTIJ-FMQUCBEESA-N,404.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2ccccc2F)cc1,GHAMZCMTMLKBFT-FMQUCBEESA-N,404.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2cccc(F)c2)cc1,BQVPDTLLUOLIBD-FMQUCBEESA-N,406.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2ccc(F)cc2)cc1,CBRQSMVJWRSUTJ-FMQUCBEESA-N,398.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2ccc(C(F)(F)F)cc2)cc1,QSHDEVXECIDKRI-GHVJWSGMSA-N,411.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2ccccc2C#N)cc1,MDJZSVRIBMFZKF-QZQOTICOSA-N,429.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2ccc(C#N)cc2)cc1,ZWEYHSRLVHLSOD-QZQOTICOSA-N,428.0,,,photoswitches_csv
COc1ccccc1/N=N/c1ccc(NCCC#N)cc1,AXZSQGFVPUVWNM-FMQUCBEESA-N,394.0,,,photoswitches_csv
COc1cccc(/N=N/c2ccc(NCCC#N)cc2)c1,TVMZYTVXMWZZKR-FMQUCBEESA-N,394.0,,,photoswitches_csv
COc1ccc(/N=N/c2ccc(NCCC#N)cc2)cc1,XVCJNMPQAARLFK-FMQUCBEESA-N,395.0,,,photoswitches_csv
Cc1ccccc1/N=N/c1ccc(NCCC#N)cc1,XYSIBASCHUAUEN-FMQUCBEESA-N,400.0,,,photoswitches_csv
Cc1cccc(/N=N/c2ccc(NCCC#N)cc2)c1,QZYUMMUZTQSWEJ-FMQUCBEESA-N,400.0,,,photoswitches_csv
Cc1ccc(/N=N/c2ccc(NCCC#N)cc2)cc1,VEWKUUVGJPBQSR-FMQUCBEESA-N,395.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2ccccc2CCO)cc1,YBFZCTVDARVWKV-QZQOTICOSA-N,399.0,,,photoswitches_csv
CC(O)c1cccc(/N=N/c2ccc(NCCC#N)cc2)c1,QSWPIMUPACEFDE-QZQOTICOSA-N,396.0,,,photoswitches_csv
N#CCCNc1ccc(/N=N/c2ccc(CCO)cc2)cc1,ZCJUABIYNLWKKB-QZQOTICOSA-N,396.0,,,photoswitches_csv
CC(=O)Nc1ccc(/N=N/c2ccc(NCCC#N)cc2)cc1,XRMZAKQLTUUINK-QURGRASLSA-N,403.0,,,photoswitches_csv
CCNc1ccc(/N=N/c2ccccc2)cc1,OCWXDBMTBDGKKE-WUKNDPDISA-N,400.0,,,photoswitches_csv
OCCNc1ccc(/N=N/c2ccccc2)cc1,ZWLSVAWZPDSXPJ-WUKNDPDISA-N,398.0,,,photoswitches_csv
Cc1cc(NCCC#N)ccc1/N=N/c1ccccc1,UVYLENNKEMMPMR-FMQUCBEESA-N,396.0,,,photoswitches_csv
OCCN(CCO)c1ccc(/N=N/c2ccccc2)cc1,YNXWXVHBJGJPPY-ISLYRVAYSA-N,407.0,,,photoswitches_csv
N#CCCN(CCO)c1ccc(/N=N/c2ccccc2)cc1,SEFNPODTENCKJX-FMQUCBEESA-N,397.0,,,photoswitches_csv
CN(CCC#N)c1ccc(/N=N/c2ccccc2)cc1,WKRPJRMGCMKTHF-VHEBQXMUSA-N,396.0,,,photoswitches_csv
CCN(CCC#N)c1ccc(/N=N/c2ccccc2)cc1,ZJYMPFYWPPFOFI-FMQUCBEESA-N,399.0,,,photoswitches_csv
CCN(CCC#N)c1ccc(/N=N/c2ccccc2)c(C)c1,UMWXYMCVESSVQY-QZQOTICOSA-N,404.0,,,photoswitches_csv
N#CCCN(CCC#N)c1ccc(/N=N/c2ccccc2)cc1,RPUBRALRSRGYHS-QURGRASLSA-N,382.0,,,photoswitches_csv
Cc1cc(N(CCC#N)CCC#N)ccc1/N=N/c1ccccc1,MXNLJVBYCAJVKU-GHVJWSGMSA-N,392.0,,,photoswitches_csv
CNc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,LBDBENXNLQAQKL-FOCLMDBBSA-N,464.0,,,photoswitches_csv
CCNc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,XJZYJVIOTQBZNG-WUKNDPDISA-N,468.0,,,photoswitches_csv
Cc1cc(NCCC#N)ccc1/N=N/c1ccc([N+](=O)[O-])cc1,GIKFKUDPWMIREB-FMQUCBEESA-N,451.0,,,photoswitches_csv
O=[N+]([O-])c1ccc(/N=N/c2ccc(N(CCO)CCO)cc2)cc1,GHDZRIQTRDZCMV-ISLYRVAYSA-N,475.0,,,photoswitches_csv
N#CCCN(CCO)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,OGHAROMWUKGSDP-FMQUCBEESA-N,451.0,,,photoswitches_csv
CN(CCC#N)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,GYBDRUAPPXYFAN-VHEBQXMUSA-N,448.0,,,photoswitches_csv
CCN(CCC#N)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,ZSPPPAFDNHYXNW-FMQUCBEESA-N,452.0,,,photoswitches_csv
CCN(CCC#N)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)c(C)c1,GEXDFMFTBZZOAT-QZQOTICOSA-N,463.0,,,photoswitches_csv
N#CCCN(CCC#N)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,GBDZJIRSFAYQLT-QURGRASLSA-N,432.0,,,photoswitches_csv
Cc1cc(N(CCC#N)CCC#N)ccc1/N=N/c1ccc([N+](=O)[O-])cc1,BIZPYDZJGRXSQV-GHVJWSGMSA-N,441.0,,,photoswitches_csv
COc1ccc(/N=N/c2ccccc2)s1,OQNVGGNFXMOWRK-OUKQBFOZSA-N,394.0,,,photoswitches_csv
COc1ccc(/N=N/c2ccc(C#N)cc2)s1,ZDGDAMJOQYPWBN-CCEZHUSRSA-N,413.0,,,photoswitches_csv
Cc1ccc(/N=N/c2ccc(C#N)cc2)s1,PEROVJZSHLRNHV-CCEZHUSRSA-N,387.0,,,photoswitches_csv
Cc1ccc(/N=N/c2ccc(C(F)(F)F)cc2)s1,GCBKMRBULBHDAY-WUKNDPDISA-N,378.0,,,photoswitches_csv
N#Cc1ccc(/N=N/c2ccccc2)s1,GVRSYOBJMBWILE-BUHFOSPRSA-N,367.0,,,photoswitches_csv
COc1ccc(/N=N/c2cccs2)cc1,RXOGKDVOFBJAAG-OUKQBFOZSA-N,373.0,,,photoswitches_csv
N#Cc1ccc(/N=N/c2cccs2)cc1,CMLBRSMOBNIYHO-BUHFOSPRSA-N,370.0,,,photoswitches_csv
FC(F)(F)c1ccc(/N=N/c2cccs2)cc1,SZBNNEPURCYWIS-FOCLMDBBSA-N,362.0,,,photoswitches_csv
COc1cccc(/N=N/c2cccs2)c1,BFDWFYQJGPUFFK-OUKQBFOZSA-N,364.0,,,photoswitches_csv
N#Cc1cccc(/N=N/c2cccs2)c1,JNOAFOOWRXYWPA-BUHFOSPRSA-N,362.0,,,photoswitches_csv
Cc1[nH]c2ccccc2c1N=Nc1nncs1,PEDJIFQFJVOVTN-UHFFFAOYSA-N,428.0,,,photoswitches_csv
Cc1c(N=Nc2nncs2)c2ccccc2n1C,CLNWMQUFSBBNHS-UHFFFAOYSA-N,434.0,,,photoswitches_csv
c1ccc(-c2[nH]c3ccccc3c2N=Nc2nncs2)cc1,MEOKISWGWMOXGQ-UHFFFAOYSA-N,437.0,,,photoswitches_csv
Cn1c(-c2ccccc2)c(N=Nc2nncs2)c2ccccc21,CHSXHKQCGXVVOU-UHFFFAOYSA-N,431.0,,,photoswitches_csv
CSc1nnc(N=Nc2c(C)[nH]c3ccccc23)s1,LUGHKGXRYPAEDS-UHFFFAOYSA-N,445.0,,,photoswitches_csv
CSc1nnc(N=Nc2c(C)n(C)c3ccccc23)s1,DSASNQZLJYJSII-UHFFFAOYSA-N,451.0,,,photoswitches_csv
CSc1nnc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)s1,CCICXOQGAXAMII-UHFFFAOYSA-N,467.0,,,photoswitches_csv
CSc1nnc(N=Nc2c(-c3ccccc3)n(C)c3ccccc23)s1,OVQZCNNXAPXVNL-UHFFFAOYSA-N,459.0,,,photoswitches_csv
CCc1nnc(/N=N/c2c(C)[nH]c3ccccc23)s1,JKKFJKNDZATIFI-FBMGVBCBSA-N,420.0,,,photoswitches_csv
CCc1nnc(N=Nc2c(C)n(C)c3ccccc23)s1,HBTFKAHJHPXBFR-UHFFFAOYSA-N,432.0,,,photoswitches_csv
CCc1nnc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)s1,PJJJCYVKFYBGHT-UHFFFAOYSA-N,440.0,,,photoswitches_csv
CCc1nnc(N=Nc2c(-c3ccccc3)n(C)c3ccccc23)s1,XMIOWVFILNTHBX-UHFFFAOYSA-N,438.0,,,photoswitches_csv
Cc1[nH]c2ccccc2c1N=Nc1n[nH]c(S)n1,HJNVPZCZPNZTOL-UHFFFAOYSA-N,392.0,,,photoswitches_csv
Cc1c(N=Nc2n[nH]c(S)n2)c2ccccc2n1C,RJYBGHMSRZJHKV-UHFFFAOYSA-N,401.0,,,photoswitches_csv
Sc1nc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)n[nH]1,HWRJQOHTMZNRPX-UHFFFAOYSA-N,411.0,,,photoswitches_csv
Cn1c(-c2ccccc2)c(N=Nc2n[nH]c(S)n2)c2ccccc21,AADLDEYTCXFUHQ-UHFFFAOYSA-N,408.0,,,photoswitches_csv
O=C(O)c1ccnc(/N=C/c2cc(/N=N/c3ccc([N+](=O)[O-])cc3)ccc2O)c1,LLZSZINOZUCTQC-PEAGZHFBSA-N,378.0,,,photoswitches_csv
CCOC(=O)c1ccnc(/N=C/c2cc(/N=N/c3ccc([N+](=O)[O-])cc3)ccc2O)c1,JPAKTVBWENFOBF-JLUADYMRSA-N,379.0,,,photoswitches_csv
CC(C)c1cc(S(=O)(=O)O)cc(C(C)C)c1/N=C/c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1O,PITHOEKKVYILLJ-CULPDNDYSA-N,267.0,,,photoswitches_csv
Cn1c(/N=N/c2nc3ccccc3n2C)nc2ccccc21,PHXYAMQGCPVXMC-FMQUCBEESA-N,439.0,,,photoswitches_csv
c1ccc2oc(/N=N/c3nc4ccccc4o3)nc2c1,BMQVAXDSEOMPEK-ISLYRVAYSA-N,430.0,,,photoswitches_csv
c1ccc2sc(/N=N/c3nc4ccccc4s3)nc2c1,OUHJHSJEWQBGLH-ISLYRVAYSA-N,421.0,,,photoswitches_csv
c1ccc(N=Nc2nc3ccccc3s2)cc1,MYCVZRBCKMNRRL-UHFFFAOYSA-N,328.0,,,photoswitches_csv
Clc1ccccc1N=Nc1nc2ccccc2s1,AFZDCWLTVIIPTF-UHFFFAOYSA-N,335.0,,,photoswitches_csv
OCc1cccc(N=Nc2nc3ccccc3s2)c1,MPQXIHGEORANST-UHFFFAOYSA-N,328.0,,,photoswitches_csv
CC(=O)Nc1ccccc1N=Nc1nc2ccccc2s1,NQTDQFOONVOIJN-UHFFFAOYSA-N,331.0,,,photoswitches_csv
CC(=O)Nc1ccc(N=Nc2nc3ccccc3s2)cc1,BOBJUIRCOVVKJE-UHFFFAOYSA-N,371.0,,,photoswitches_csv
COc1ccccc1N=Nc1nc2ccccc2s1,RROQFZVPMLEIAE-UHFFFAOYSA-N,325.0,,,photoswitches_csv
COc1ccc(N=Nc2nc3ccccc3s2)cc1,NRVSZQNOWLXCIM-UHFFFAOYSA-N,361.0,,,photoswitches_csv
CSc1ccccc1N=Nc1nc2ccccc2s1,MLMDWPQEDOPHEY-UHFFFAOYSA-N,328.0,,,photoswitches_csv
CSc1ccc(N=Nc2nc3ccccc3s2)cc1,UJHYIFGXAWKNFE-UHFFFAOYSA-N,392.0,,,photoswitches_csv
O=[N+]([O-])c1ccc2nc(N=Nc3ccccc3)sc2c1,PJCAIYJXFRPZAJ-UHFFFAOYSA-N,340.0,,,photoswitches_csv
O=C(O)c1ccccc1N=Nc1nc2ccc([N+](=O)[O-])cc2s1,KEZTXTRJWRIHFT-UHFFFAOYSA-N,335.0,,,photoswitches_csv
O=[N+]([O-])c1ccc2nc(N=Nc3ccccc3Cl)sc2c1,DXOCCWKWAHOJGH-UHFFFAOYSA-N,343.0,,,photoswitches_csv
O=[N+]([O-])c1ccc2nc(N=Nc3cccc(Cl)c3)sc2c1,WMCKQVKTYJORBJ-UHFFFAOYSA-N,334.0,,,photoswitches_csv
O=[N+]([O-])c1ccc2nc(N=Nc3ccc(Cl)cc3)sc2c1,DKURZMHPKSPIPY-UHFFFAOYSA-N,346.0,,,photoswitches_csv
O=[N+]([O-])c1ccc2nc(N=Nc3ccc(F)cc3)sc2c1,AXILORGDYUZDSO-UHFFFAOYSA-N,342.0,,,photoswitches_csv
O=[N+]([O-])c1ccc2nc(N=Nc3ccc(I)cc3)sc2c1,UEWPKBWGIJLHCR-UHFFFAOYSA-N,368.0,,,photoswitches_csv
O=[N+]([O-])c1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,SZUSXHXWPPUQJR-UHFFFAOYSA-N,332.0,,,photoswitches_csv
O=[N+]([O-])c1ccc2nc(N=Nc3cccc(CO)c3)sc2c1,AYCOUCAECSZHNH-UHFFFAOYSA-N,341.0,,,photoswitches_csv
CC(=O)Nc1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,AAVIVMQEBOUDDS-UHFFFAOYSA-N,406.0,,,photoswitches_csv
COc1ccccc1N=Nc1nc2ccc([N+](=O)[O-])cc2s1,IBTJGRKHEJSSSF-UHFFFAOYSA-N,337.0,,,photoswitches_csv
COc1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,DDFUBSSLRMHCOH-UHFFFAOYSA-N,399.0,,,photoswitches_csv
CSc1ccccc1N=Nc1nc2ccc([N+](=O)[O-])cc2s1,SCVOATXTJVNJDR-UHFFFAOYSA-N,340.0,,,photoswitches_csv
CSc1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,SBERHWSGEBXSGG-UHFFFAOYSA-N,421.0,,,photoswitches_csv
Oc1ccc(/N=N/c2ccccc2)c2cccnc12,NZQIIFNACVSQRR-ISLYRVAYSA-N,384.0,,,photoswitches_csv
Cc1ccc(/N=N/c2ccc(O)c3ncccc23)cc1,VZLUNLPYLKJNQR-VHEBQXMUSA-N,390.0,,,photoswitches_csv
Oc1ccc(/N=N/c2ccc(Oc3ccccc3)cc2)c2cccnc12,SZOZGXRJYDKAAE-WCWDXBQESA-N,395.0,,,photoswitches_csv
CC(=O)Nc1ccc(/N=N/c2ccc(O)c3ncccc23)cc1,DKRPSSOODLBKPQ-QZQOTICOSA-N,390.0,,,photoswitches_csv
CCOc1ccc(/N=N/c2ccc(O)c3ncccc23)cc1,NHNCFENOUYGUML-FMQUCBEESA-N,388.0,,,photoswitches_csv
Oc1ccc(/N=N/c2ccc(Cl)cc2)c2cccnc12,VTDPXQYPDDHNLB-VHEBQXMUSA-N,395.0,,,photoswitches_csv
O=C(O)c1ccc(/N=N/c2ccc(O)c3ncccc23)cc1,WHYSDEAUKYVHBQ-VHEBQXMUSA-N,503.0,,,photoswitches_csv
O=C(O)c1ccccc1/N=N/c1ccc(O)c2ncccc12,NMALKOSVANYSLY-VHEBQXMUSA-N,398.0,,,photoswitches_csv
CC(=O)c1ccc(/N=N/c2ccc(O)c3ncccc23)cc1,GFWYFRSTSJFNNT-FMQUCBEESA-N,401.0,,,photoswitches_csv
N#Cc1ccc(/N=N/c2ccc(O)c3ncccc23)cc1,LQECPMUYOPGWKO-FMQUCBEESA-N,413.0,,,photoswitches_csv
O=[N+]([O-])c1ccc(/N=N/c2ccc(O)c3ncccc23)cc1,ALVWYJXOCFNJJJ-ISLYRVAYSA-N,414.0,,,photoswitches_csv
Oc1ccc(/N=N/c2nccs2)c2cccnc12,VDGCPQNIIQXEPO-FOCLMDBBSA-N,428.0,,,photoswitches_csv
Cc1cnc(/N=N/c2ccc(O)c3ncccc23)s1,CWYXBDFBOYTRNW-WUKNDPDISA-N,436.0,,,photoswitches_csv
O=[N+]([O-])c1ccc(S(=O)(=O)c2cnc(/N=N/c3ccc(O)c4ncccc34)s2)cc1,LTMWNJNHHOMTEE-QURGRASLSA-N,491.0,,,photoswitches_csv
CCOC(=O)Cc1csc(/N=N/c2ccc(O)c3ncccc23)n1,CPWOAXKTSKNLGE-FMQUCBEESA-N,438.0,,,photoswitches_csv
Oc1ccc(/N=N/c2nc(-c3ccccc3)cs2)c2cccnc12,URXDRRZCAZYGNI-QURGRASLSA-N,516.0,,,photoswitches_csv
Oc1ccc(/N=N/c2nc(-c3ccc(Cl)cc3)cs2)c2cccnc12,FQYKYXVVLKBGDQ-GHVJWSGMSA-N,456.0,,,photoswitches_csv
Oc1ccc(/N=N/c2nc(-c3ccc(Br)cc3)cs2)c2cccnc12,JZCGMLWFOQYPDO-GHVJWSGMSA-N,462.0,,,photoswitches_csv
