smiles,lambda_max
Nc1ccccc1N=Nc1ccccc1,421.0
CC(=O)Nc1cccc(/N=N/c2c(C)noc2C)c1,315.0
CSc1nnc(N=Nc2c(C)[nH]c3ccccc23)s1,445.0
Nc1ccc(/N=N/c2ccccc2)c(N)c1,411.0
Cc1c(N=Nc2n[nH]c(S)n2)c2ccccc2n1C,401.0
FC(F)(F)c1ccc(N=Nc2cc3c4c(c2)CCCN4CCC3)cc1,471.0
O=[N+]([O-])c1ccc2nc(N=Nc3cccc(CO)c3)sc2c1,341.0
CCN(CC)c1ccc(/N=N/c2ccc(C)cc2)cc1,411.0
CCOC(=O)c1c(N2CC2)sc(N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1-c1ccccc1,586.0
CCN(CC)c1ccc(/N=N/c2cccc(C#N)c2)cc1,446.0
Fc1cccc(F)c1N=Nc1ccccc1,309.0
O=C(O)c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1O,385.0
Fc1ccccc1/N=N/c1ccccc1F,325.0
CCCCCCCCCCN1C(=O)c2cccc3c(N=Nc4ccc(N(CC)CC)cc4)ccc(c23)C1=O,525.0
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,532.0
CCN(CCC#N)c1ccc(N=Nc2ccc(C#N)cc2)cc1,433.0
CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,512.0
CCN(CC)c1ccc(/N=N/c2ccc(C#N)c(C#N)c2)cc1,500.0
CCOC(=O)c1nc(N=Nc2nc(C(=O)OCC)c(NCCCN(C)C)s2)sc1NCCCN(C)C,583.0
CCN(CC)c1ccc(/N=N/c2ccc(C#N)cc2)cc1,466.0
Cc1cc(N(C)C)ccc1/N=N/c1ccc([N+](=O)[O-])cc1C,452.0
Cn1nccc1N=Nc1ccccc1,341.0
CC(=O)Nc1ccccc1N=Nc1ccccc1,326.0
Cc1cc(N(CCO)CCC#N)ccc1N=Nc1cccc(Cl)c1,410.0
Cc1noc(C)c1/N=N/c1c(Cl)cccc1Cl,297.0
COc1ccccc1N=Nc1ccc(NCCC#N)cc1,394.0
c1ccc(N=Nc2ccc3c(c2)CCCN3)cc1,418.0
N#CCCNc1ccc(/N=N/c2ccccc2Cl)cc1,408.0
CCN(CC)c1ccc(/N=N/c2ccc(N(CC)CC)cc2)cc1,426.0
COC1CCC(C2C(N=Nc3nc4ccc([N+](=O)[O-])cc4s3)SC(N)C2C#N)CC1,550.0
CC(=O)c1ccc(/N=N/c2ccc(N(CCO)CCC#N)cc2C)cc1,412.0
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1F,417.0
Cc1ccc(N=Nc2c(O)[nH]c(=O)c(C(N)=O)c2C)cc1,429.0
CCN(CC)c1ccc(N=Nc2ccc(N3CCOCC3)c(OC)c2)cc1,422.0
O=[N+]([O-])c1ccccc1/N=N/c1ccccc1[N+](=O)[O-],323.0
CC(C)(C)c1cc(N=Nc2nncs2)c(O)c(C(C)(C)C)c1,460.0
Cc1cc(NCCC#N)ccc1N=Nc1cccc(Cl)c1,408.0
COc1cc(/N=N/c2ccc(N3CCCC3)c(OC)c2)ccc1N1CCCC1,452.0
COc1ccncc1/N=N/c1ccccc1,332.0
O=[N+]([O-])c1ccc(N=Nc2ccc(O)c3ncccc23)cc1,414.0
FC(F)(F)c1ccccc1/N=N/c1ccccc1C(F)(F)F,317.0
CCNc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,468.0
Cc1noc(C)c1/N=N/c1ccccc1Br,321.0
COc1c(N=Nc2c(O)nc(O)nc2O)cc(C)cc1S(N)(=O)=O,408.0
CCCn1cc(N=Nc2ccc(C(C)(C)C)cc2)c(=O)[nH]c1=O,375.0
CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)c(OC)c1,526.0
COc1ccc(OC)c(N=Nc2cc(OC)ccc2OC)c1,411.0
Cn1cc(/N=N/c2c(F)cccc2F)cn1,316.0
CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(N=Nc2c(O)[nH]c(=O)c(C(N)=O)c2C)cc1,429.0
Oc1ccc(N=Nc2ccc(Cl)cc2)c(O)c1,387.0
N#CCCNc1ccc(N=Nc2ccccc2)cc1,390.0
CCN(CC)c1ccc(N=Nc2ccc(N3CCCCC3)cc2)cc1,420.0
COCCCNc1nc(NCCCOC)c(N=Nc2ccccc2C(=O)OC)c(C)c1C#N,437.0
O=C(O)c1ccc(/N=N/c2ccc(O)c3ncccc23)cc1,503.0
Cc1noc(C)c1/N=N/c1cccc(F)c1,315.0
CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C#N)c(OC)c1,555.0
Ic1ccncc1N=Nc1ccccc1,330.0
CC(C)(C)c1cc(N=Nc2nc(-c3ccc([N+](=O)[O-])cc3)cs2)c(O)c(C(C)(C)C)c1,466.0
Cc1nn(C)c(C)c1N=Nc1ccccc1N1CCCCC1,329.0
CCN(CCC#N)c1ccc(/N=N/c2ccccc2)c(C)c1,404.0
CCN(CC)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1OC,492.0
COc1ccc(N=Nc2c(F)cc(OC)cc2N2CCCC2)cc1,335.0
Cc1cc(NCCC#N)ccc1N=Nc1ccccc1Cl,408.0
Cc1n[nH]c(C)c1N=Nc1ccc(Cl)cc1,336.0
Brc1ccc(N=Nc2cc[nH]n2)cc1,331.0
COc1ccccc1N=Nc1c(C)noc1C,311.0
Cc1nn(-c2ccc(S(=O)(=O)O)cc2)c(O)c1N=Nc1c(C)nn(-c2cccc(S(=O)(=O)O)c2)c1O,450.0
Cc1cc(NCCC#N)ccc1N=Nc1ccccc1,396.0
Cc1c(N=Nc2c(Br)cc([N+](=O)[O-])cc2C#N)sc(NCCOS(C)(=O)=O)c1C(N)=O,480.0
Cc1cc(C)c(N=Nc2c(C)cc(C)cc2C)c(C)c1,325.0
Brc1ccccc1/N=N/c1ccccc1,326.0
Cc1noc(C)c1/N=N/c1cccc(C(F)(F)F)c1,314.0
Clc1cccc(N=Nc2cccc(Cl)c2)c1,320.0
CN(CCC#N)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,448.0
COc1cccc(/N=N/c2cccs2)c1,364.0
Cc1noc(C)c1N=Nc1cc(Cl)ccc1Cl,320.0
Oc1ccc(/N=N/c2nc3ccccc3[nH]2)c2cccnc12,437.0
Cc1cc(N(CCO)CCO)ccc1N=Nc1ccc(C(F)(F)F)cc1,434.0
COc1ccc(/N=N/c2ccc(C#N)cc2)s1,413.0
Cn1cncc1/N=N/c1ccccc1,362.0
c1cc(N2CCCCC2)ccc1/N=N/c1ccc(N2CCCCC2)cc1,410.0
Nc1cc(N)c(N=Nc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)cc1Cl,492.0
O=C1COc2ccccc2N=Nc2ccccc2OCC(=O)O[C@H]2[C@H](OCc3ccccc3)[C@@H](OCc3ccccc3)[C@H](Sc3ccccc3)O[C@@H]2CO1,310.0
CN(C)c1ccc(N=Nc2c(F)c(F)c(Sc3ccccc3N)c(F)c2F)cc1,448.0
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc(C(F)(F)F)c1,418.0
COc1ccc(N=Nc2ccccc2)s1,393.0
CCN(CC)c1ccc(N=Nc2ccc(OC)cc2)cc1,414.0
CN(C)c1ccc(N=Nc2c(F)c(F)c3c(c2F)Oc2ccccc2N3)cc1,472.0
O=[N+]([O-])c1ccccc1N=Nc1ccccc1[N+](=O)[O-],323.0
CCn1c(NCCCOC)c(N=Nc2ccccc2C(=O)OC)c(C)c(C#N)c1=O,425.0
COc1ccc(N=Nc2ccc(O)cc2)cc1,357.0
CCN(CC)c1ccc(/N=N/c2c(C#N)cc(C#N)cc2C#N)c(C)c1,562.0
Cc1n[nH]c(C)c1N=Nc1ccc(Br)cc1,337.0
CCCCCCCCCCN1C(=O)c2cccc3c(N=Nc4ccc(NC(C)=O)cc4)ccc(c23)C1=O,430.0
Cc1noc(C)c1N=Nc1ccc(C(F)(F)F)cc1,312.0
OCCN(CCO)c1ccc(N=Nc2ccc(Cl)cc2)cc1,419.0
COCCCNc1nc(NCCCOC)c(N=Nc2ccc(C(=O)OC)cc2)c(C)c1C#N,451.0
CC(=O)Nc1ccc(/N=N/c2cc(C)ccc2O)cc1,357.0
COc1cccc(/N=N/c2ccc(NCCC#N)cc2)c1,394.0
N#CCCN1CCCc2cc(N=Nc3ccc(Br)cc3)ccc21,420.0
COCCCNc1c(N=Nc2cccc(C)c2C)c(C)c(C#N)c(=O)n1CCCOC(C)C,400.0
COc1ccc(N=Nc2cc3c4c(c2)CCN4CCC3)cc1,417.0
Cc1ccc(N=Nc2ccc(N(C)C)cc2)cc1,407.0
Oc1ccc(N=Nc2ccc(Br)cc2)c(O)c1,390.0
Cc1noc(C)c1/N=N/c1ccc(F)cc1F,324.0
Clc1cccc(/N=N/c2cccc(Cl)c2)c1,320.0
Oc1ccc(N=Nc2ccccc2)c(O)c1,380.0
COCCCNc1c(N=Nc2ccc(C(=O)OC)cc2)c(C)c(C#N)c(=O)n1CCCOC(C)C,440.0
CCN(CC)c1ccc(N=Nc2c(C#N)cc(C#N)cc2C#N)cc1,478.0
CNc1ccc(/N=N/c2ccccc2)cc1,380.0
Fc1cccc(/N=N/c2cccc(F)c2)c1,320.0
COc1ccc2nc(N=Nc3ccc(O)c4ncccc34)sc2c1,461.0
CN(C)c1ccc(N=Nc2c(F)c(F)c(Nc3ccccc3O)c(F)c2F)cc1,438.0
O=C1C=CC(=O)N1c1ccc(N=Nc2ccccc2)cc1,329.0
FC(F)(F)c1ccc(/N=N/c2ccccc2)cc1,315.0
CCN(CC)c1ccc(N=Nc2c(C#N)cc([N+](=O)[O-])cc2C#N)cc1,592.0
Nc1cccc(/N=N/c2ccccc2)c1,417.0
CCOc1ccc(/N=N/c2ccc(O)c3ncccc23)cc1,388.0
N#Cc1ccc(N=Nc2ccc(N(CCO)CCO)cc2)cc1,452.0
Oc1ccc(N=Nc2cccc3cccnc23)c2cccnc12,410.0
Cc1noc(C)c1N=Nc1cccc(Cl)c1,315.0
Cc1n[nH]c(C)c1N=Nc1c(F)cccc1F,321.0
OCCN(CCO)c1ccc(N=Nc2ccc(Br)cc2)cc1,421.0
CC(=O)c1ccc(N=Nc2ccc(N(C)C)cc2C)cc1,452.0
N#Cc1ccc(/N=N/c2ccccc2)cc1,321.0
Cn1cnc(/N=N/c2ccccc2)c1,336.0
CCn1c(O)c(N=Nc2cc(C)cc(S(N)(=O)=O)c2OC)c(C)c(C#N)c1=O,456.0
Cc1c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])sc(NCCOS(C)(=O)=O)c1C#N,586.0
Cc1ccncc1/N=N/c1ccccc1,322.0
c1ccc(/N=N/c2cccnc2)cc1,322.0
COc1ccc(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)cc1,399.0
CCN(CC)c1ccc(/N=N/c2cc(C#N)ccc2C#N)cc1,495.0
CN(C)c1ccc(N=Nc2c(F)c3[nH]c4ccccc4sc3c3sc4ccccc4sc23)cc1,404.0
Cc1cc(C)cc(N=Nc2ccccc2O)c1,332.0
Fc1ccc(N=Nc2ccccc2)cc1,322.0
N#CCCN(CCO)c1ccc(N=Nc2ccccc2)cc1,397.0
Cc1ccc(/N=N/c2ccccc2)cc1,330.0
Cc1c(N=Nc2ccc(O)cc2)c(O)[nH]c(=O)c1C(N)=O,451.0
CC(=O)Nc1cc(C)cc(/N=N/c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)c1O,400.0
Cc1c(N=Nc2ccc([N+](=O)[O-])cc2C#N)sc(NCCOS(C)(=O)=O)c1C#N,584.0
O=[N+]([O-])c1ccc(N=Nc2sc(N3CC3)cc2-c2ccccc2)c(C(F)(F)F)c1,602.0
Oc1ccc(N=Nc2nc(-c3ccc(Br)cc3)cs2)c2cccnc12,462.0
CCN(CCC#N)c1ccc(N=Nc2c(Cl)cccc2Cl)cc1,396.0
Cc1c(Cl)cccc1N=Nc1cccc(Cl)c1C,329.0
Cc1ccc(O)c(/N=N/c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)c1,400.0
Cc1cc(N(CCO)CCC#N)ccc1N=Nc1cccc([N+](=O)[O-])c1,424.0
CCOC(=O)c1c(NCCBr)sc(N=Nc2ccc(C(C)=O)cc2)c1-c1ccccc1,479.0
Cc1cc(N(C)C)ccc1N=Nc1ccc(N)cc1,409.0
CN(C)c1ccc(N=Nc2ccccc2Cl)cc1,424.0
O=C(O)c1ccccc1N=Nc1ccc(O)c2ncccc12,398.0
O=C(O)c1ccnc(N=Cc2cc(N=Nc3ccc([N+](=O)[O-])cc3)ccc2O)c1,378.0
Cc1cc(N(CCO)CCC#N)ccc1N=Nc1ccc(C(F)(F)F)cc1,421.0
CCNc1ccc(/N=N/c2ccccc2)cc1,400.0
Cc1cccc(N=Nc2ccc(N(CCCl)CCCl)cc2)c1,395.0
CC(=O)Nc1ccc(/N=N/c2ccc(O)c3ncccc23)cc1,390.0
CN(C)c1ccc(N=Nc2cccc(C#N)c2)cc1,435.0
Cc1ccc(N=Nc2cc[nH]n2)cc1,332.0
Cc1cn(C)nc1N=Nc1ccccc1,325.0
N#CCCNc1ccc(N=Nc2ccc(C#N)cc2)cc1,428.0
CC(=O)Nc1ccc(/N=N/c2ccc(NCCC#N)cc2)cc1,403.0
Cc1c(N=Nc2ccc([N+](=O)[O-])cc2C#N)sc(NCCOS(C)(=O)=O)c1C(N)=O,460.0
CCN(CC)c1ccc(N=Nc2ccc(N3CCOCC3)cc2)cc1,417.0
Oc1ccc(N=Nc2cc3c4c(c2)CCCN4CCC3)cc1,449.0
CCN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)c(C)c1,463.0
CCN(CC)c1ccc(N=Nc2c(C#N)cc([N+](=O)[O-])cc2C#N)cc1OC,623.0
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1C(F)(F)F,419.0
Nc1cc(N)c(/N=N/c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)cc1Cl,492.0
c1ccc(-c2[nH]c3ccccc3c2N=Nc2nncs2)cc1,437.0
Nc1ccc(N=Nc2ccccc2)cc1,389.0
O=[N+]([O-])c1ccc2nc(N=Nc3ccc(I)cc3)sc2c1,368.0
N#CCCNc1ccc(N=Nc2ccccc2[N+](=O)[O-])cc1,422.0
Cn1cccc1/N=N/c1ccccc1,385.0
COc1ccc(/N=N/c2ccc(NCCC#N)cc2)cc1,395.0
CC(=O)c1ccc(N=Nc2cc[nH]n2)cc1,322.0
N#Cc1c(N)sc(/N=N/c2nc3ccc([N+](=O)[O-])cc3s2)c1-c1ccc(Cl)cc1,535.0
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1cccc(F)c1,415.0
Cc1ccccc1N=Nc1ccc(N(CCCl)CCCl)cc1,395.0
COc1ccccc1N=Nc1ccc(N(CCO)CCC#N)cc1C,409.0
Cc1nn(-c2ccccc2)c(O)c1N=Nc1c(C)nn(-c2ccc(S(=O)(=O)O)cc2)c1O,440.0
CCN(CC)c1ccc(N=Nc2ccc(C#N)cc2C#N)cc1,514.0
CC(=O)c1ccc(/N=N/c2ccc(O)c3ncccc23)cc1,401.0
Cc1cc(N(CCO)CCC#N)ccc1N=Nc1cccc(C(C)O)c1,405.0
CNc1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,464.0
CCOc1ccc(N=Nc2ccc(O)c3ncccc23)cc1,388.0
CCN(CC)c1ccc(/N=N/c2c(C#N)cc([N+](=O)[O-])cc2C#N)c(OC)c1,601.0
CN(C)c1ccc(N=Nc2ccc(Cl)cc2)cc1,417.0
Clc1ccc(/N=N/c2ccccc2)cc1,324.0
CCN(CCC#N)c1ccc(N=Nc2ccccc2)cc1,399.0
Cc1ccc(/N=N/c2c(C)noc2C)cc1,323.0
CCN(CC)c1ccc(N=Nc2cc(C#N)ccc2C#N)cc1,495.0
FC(F)(F)c1ccc(/N=N/c2cccs2)cc1,362.0
CCOC(=O)c1csc(N=Nc2nc(C(=O)OCC)c(NCCCN(C)C)s2)n1,536.0
Cc1cc(N(CCO)CCC#N)ccc1N=Nc1ccccc1,403.0
CN(C)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,455.0
Cc1noc(C)c1/N=N/c1cc(F)ccc1F,328.0
CCOc1ccc(N=Nc2ccc(NCCO)cc2)cc1,398.0
CCCCCCCCCCN1C(=O)c2cccc3c(N=Nc4ccc(N(C)C)cc4)ccc(c23)C1=O,510.0
CCN(CC)c1ccc(/N=N/c2ccc(N3CCOCC3)c(C)c2)cc1,412.0
N#CCCN(CCO)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,451.0
N#CCCNc1ccc(/N=N/c2ccccc2[N+](=O)[O-])cc1,422.0
Cc1ccccc1N=Nc1ccc(O)cc1,350.0
Clc1ccc(/N=N/c2ccc(Cl)cc2)cc1,331.0
COc1cc(NC(C)=O)ccc1N=Nc1ccc(NC(C)=O)cc1OC,338.0
Cc1c(N=Nc2ccccc2)c(O)[nH]c(=O)c1C(N)=O,420.0
COCCCNc1c(N=Nc2ccccc2[N+](=O)[O-])c(C)c(C#N)c(=O)n1CCCOC(C)C,446.0
Cc1cccc(N=Nc2ccc(N(C)C)cc2)c1,407.0
Cc1cc(Cl)ccc1/N=N/c1ccc(Cl)cc1C,346.0
Brc1ccc(/N=N/c2ccc(Br)cc2)cc1,324.0
Cc1ccc(N=Nc2ccc(C)cc2)cc1,326.0
CCOC(=O)c1c(N2CC2)sc(N=Nc2ccc([N+](=O)[O-])cc2Cl)c1-c1ccccc1,526.0
Cc1noc(C)c1/N=N/c1cccc(Br)c1,315.0
Cn1ccnc1N=Nc1ccccc1,363.0
CC(O)c1cccc(N=Nc2ccc(NCCC#N)cc2)c1,396.0
Cn1c(N)c(N=Nc2ccc(Cl)cc2)c(=O)n(C)c1=O,370.0
CCNc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,468.0
CCCn1cc(/N=N/c2ccc(C(C)(C)C)cc2)c(=O)[nH]c1=O,375.0
Oc1ccc(/N=N/c2nc(-c3ccc(Br)cc3)cs2)c2cccnc12,462.0
CCN(CC)c1ccc(/N=N/c2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,540.0
COc1ccc(N=Nc2ccc(OC)cc2)cc1,354.0
CCOC(=O)c1c(NCCBr)sc(N=Nc2ccc([N+](=O)[O-])cc2Cl)c1-c1ccccc1,524.0
Cc1cc(N(CCO)CCO)ccc1N=Nc1ccccc1C(F)(F)F,454.0
CCN(CCC#N)c1ccc(/N=N/c2ccccc2)cc1,399.0
Cc1noc(C)c1N=Nc1ccccc1Br,321.0
COc1cc(Cl)c(N=Nc2c(Cl)cccc2Cl)c(Cl)c1,330.0
CCOC(=O)c1ccnc(/N=C/c2cc(/N=N/c3ccc([N+](=O)[O-])cc3)ccc2O)c1,379.0
N#Cc1ccc(/N=N/c2ccc(O)c3ncccc23)cc1,413.0
COc1ccc(C)cc1N=Nc1c(O)ccc2ccccc12,502.0
N#CCCNc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,455.0
Cc1ccc(/N=N/c2ccc(C)c(C)c2)cc1C,333.0
CN(CCC#N)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,448.0
Cc1noc(C)c1/N=N/c1ccccc1F,321.0
Cc1cc2nc(/N=N/c3ccc(O)c4ncccc34)sc2cc1C,456.0
CCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,481.0
CN(C)c1ccc(/N=N/c2ccc(F)cc2)cc1,407.0
Cc1cccc(N=Nc2ccc(NCCC#N)cc2)c1,400.0
COc1ccncc1N=Nc1ccccc1,332.0
Cc1c(N=Nc2ccc([N+](=O)[O-])cc2C(F)(F)F)sc(NCCBr)c1C#N,598.0
O=[N+]([O-])c1ccc2nc(N=Nc3ccccc3Cl)sc2c1,343.0
Fc1ccccc1N=Nc1cc[nH]n1,328.0
COc1ccc(N=Nc2ccc(OC)cc2F)cc1,357.0
CCN(CC)c1ccc(N=Nc2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,444.0
Cc1cc(N(CCO)CCC#N)ccc1N=Nc1cccc(C(F)(F)F)c1,418.0
COCCCNc1c(N=Nc2ccc(Br)cc2)c(C)c(C#N)c(=O)n1CCCOC(C)C,431.0
Cc1c(N=Nc2ccc(Cl)cc2)c(O)[nH]c(=O)c1C(N)=O,422.0
Cc1n[nH]c(C)c1N=Nc1ccccc1[N+](=O)[O-],339.0
CCOC(=O)c1cc(F)c(/N=N/c2ccccc2)c(F)c1,316.0
Cc1ccc(/N=N/c2ccc(N(C)C)cc2C)c(C)c1,399.0
N#CCCNc1ccc(/N=N/c2ccccc2C#N)cc1,429.0
O=[N+]([O-])c1cc(Br)c(N=Nc2sc(NCCBr)cc2-c2ccccc2)c([N+](=O)[O-])c1,567.0
CN(C)c1ccc(N=Nc2c(F)c(F)c(NCCN)c(F)c2F)cc1,425.0
CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(N=Nc2c(C)c(C#N)c(=O)n(CCO)c2O)cc1,440.0
CN(C)c1ccc(N=Nc2ccc(N(C)C)cc2)cc1,457.0
CN(C)c1ccc(/N=N/c2ccccc2[N+](=O)[O-])cc1,440.0
Cc1[nH]c2ccccc2c1N=Nc1nncs1,428.0
Oc1ccc(N=Nc2cccnc2)c2cccnc12,393.0
Fc1cccc(F)c1N=Nc1c(F)cccc1F,305.0
Cc1n[nH]c(C)c1N=Nc1ccccc1,330.0
c1ccc(N=Nc2cc[nH]n2)cc1,324.0
Brc1cc(Br)c(/N=N/c2c(Br)cc(Br)cc2Br)c(Br)c1,302.0
O=[N+]([O-])c1ccc2nc(N=Nc3ccc(Cl)cc3)sc2c1,346.0
N#CCCNc1ccc(/N=N/c2ccc(CCO)cc2)cc1,396.0
c1csc(N=Nc2nccs2)n1,398.0
N#CCCNc1ccc(N=Nc2cccc(Cl)c2)cc1,408.0
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)c(OC)c1,501.0
Cc1cccc(/N=N/c2cccc(C)c2)c1,331.0
CCN(CC)c1ccc(N=Nc2ccc(C)cc2)cc1,416.0
Cc1cc(/N=N/c2cc(C)c([N+](=O)[O-])c(C)c2)cc(C)c1N(C)C,382.0
Sc1nc(N=Nc2c(-c3ccccc3)[nH]c3ccccc23)n[nH]1,411.0
Cc1nn(C)c(C)c1N=Nc1c(Cl)cccc1Cl,328.0
Cc1cc(NCCC#N)ccc1N=Nc1ccc(F)cc1,398.0
CN(C)c1ccc(N=Nc2ccc(N)cc2)cc1,410.0
Brc1ccc(N=Nc2ccccc2)cc1,329.0
Fc1ccc(N=Nc2cc3c4c(c2)CCCN4CCC3)cc1,450.0
Cc1cc(N(CCO)CCO)ccc1N=Nc1ccc(Cl)cc1,424.0
COc1ccc(N=Nc2ccccc2)c(O)c1,375.0
Ic1ccncc1/N=N/c1ccccc1,330.0
Cn1c(N=Nc2nc3ccccc3n2C)nc2ccccc21,439.0
O=[N+]([O-])c1ccc(/N=N/c2ccc(Nc3ccccc3)cc2)cc1,483.0
CS(=O)(=O)OCCNc1sc(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1C#N,591.0
O=[N+]([O-])c1ccc(/N=N/c2ccc(O)cc2O)cc1,432.0
c1cc(/N=N/c2ccn[nH]2)[nH]n1,320.0
Cc1ccc(N=Nc2ccccc2)cc1,333.0
Cc1n[nH]c(C)c1/N=N/c1ccccc1F,334.0
Cc1ccncc1N=Nc1ccccc1,322.0
ClCCN(CCCl)c1ccc(N=Nc2cccc(Cl)c2)cc1,406.0
c1cc(N2CCCC2)ccc1N=Nc1ccc(N2CCCC2)cc1,431.0
c1ccc(N=Nc2cccnc2)cc1,322.0
COc1ccccc1N=Nc1ccc(NCCC#N)cc1C,394.0
N#Cc1ccc(/N=N/c2cccs2)cc1,370.0
CN(C)c1ccc(N=Nc2ccccc2[N+](=O)[O-])cc1,440.0
CCN(CC)c1ccc(N=Nc2cc(C(=O)OC)c([N+](=O)[O-])cc2C(=O)OC)cc1,504.0
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccccc1C#N,438.0
Cc1nn(C)c(C)c1/N=N/c1c(Cl)cccc1Cl,328.0
Cc1cc(C)cc(N=Nc2ccc(O)cc2)c1,351.0
CC(=O)Nc1cc(C)cc(N=Nc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)c1O,400.0
O=[N+]([O-])c1ccc(N=Nc2ccc(N(CCO)CCO)cc2)cc1,481.0
CCN(CC)c1ccc(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(OC)c1,554.0
Cc1ccccc1/N=N/c1ccc(N(CCO)CCC#N)cc1C,405.0
CCOC(=O)c1ccc(/N=N/c2c(F)cc(C(=O)OCC)cc2F)cc1,320.0
Cn1cccc1N=Nc1ccccc1N1CCCCC1,377.0
Brc1cc(Br)c(N=Nc2c(Br)cc(Br)cc2Br)c(Br)c1,302.0
COc1cccc(OC)c1N=Nc1c(C)nn(C)c1C,307.0
Cc1noc(C)c1N=Nc1ccccc1N1CCOCC1,319.0
COc1ccc(N=Nc2ccccc2)c(OC)c1,362.0
CCn1c(NCCCOC)c(N=Nc2ccccc2[N+](=O)[O-])c(C)c(C#N)c1=O,445.0
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)cc1,542.0
N#CCCNc1ccc(N=Nc2ccc(F)cc2)cc1,398.0
Cc1ccccc1N=Nc1ccccc1C,331.0
Cn1cccc1N=Nc1ccccc1,385.0
CCN(CC)c1ccc(N=Nc2ccc(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc2)cc1,444.0
Oc1ccc(N=Nc2nc(-c3ccc(Cl)cc3)cs2)c2cccnc12,456.0
Cc1ccc(N=Nc2ccc(C)cc2C)c(C)c1,346.0
COc1cccc(N=Nc2ccc(NCCC#N)cc2)c1,394.0
Cc1cc(C)cc(/N=N/c2ccccc2O)c1,332.0
Cc1ccc(N=Nc2c(C)noc2C)cc1,323.0
Nc1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,441.0
Cc1noc(C)c1N=Nc1ccccc1Cl,321.0
Brc1cccc(N=Nc2cccc(Br)c2)c1,320.0
Fc1ccc(N=Nc2ccc(F)cc2)cc1,325.0
Cc1cccc(C)c1/N=N/c1ccccc1,316.0
Cc1cc(N(CCO)CCC#N)ccc1/N=N/c1ccc(C#N)cc1,437.0
Cc1ccc(O)c(N=Nc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)c1,400.0
CC(=O)Nc1ccc(/N=N/c2ccccc2)cc1,346.0
Cn1cccc1N=Nc1c(F)cccc1N1CCCCC1,365.0
N#CC1C(N)SC(N=Nc2nc3ccc([N+](=O)[O-])cc3s2)C1C1CCCCC1,545.0
Cc1noc(C)c1N=Nc1c(F)cccc1F,309.0
Cc1cccc(N=Nc2cccc(C)c2)c1,331.0
Cn1cncc1N=Nc1ccccc1,362.0
Fc1ccc(/N=N/c2ccc(F)cc2)cc1,325.0
Cc1noc(C)c1/N=N/c1ccccc1Cl,321.0
CN(C)c1ccc(/N=N/c2ccc(N)cc2)cc1,410.0
CN(C)c1ccc(N=Nc2cccc(F)c2)cc1,418.0
Cc1cnc(N=Nc2ccc(O)c3ncccc23)s1,436.0
CCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)cc1OC,555.0
